date,supplier,region,transport,delay,weather,demand,inventory,traffic,port_delay,order_value,fuel_cost,risk
2025-07-29,Supplier_246,4,0,4,1,1,17,1,0,3068,2.91,Medium
2025-09-22,Supplier_349,2,2,5,1,0,58,1,1,2335,3.17,Medium
2025-12-31,Supplier_191,4,0,3,0,2,21,2,0,3716,3.01,Medium
2026-04-11,Supplier_135,3,1,8,0,1,77,2,0,3012,4.42,Medium
2025-06-08,Supplier_449,4,2,12,3,0,72,0,1,4665,4.55,High
2026-04-10,Supplier_268,2,3,12,0,0,15,2,1,3191,5.24,High
2025-06-21,Supplier_315,1,0,3,3,1,8,0,0,3910,2.39,Low
2025-05-15,Supplier_255,1,1,3,0,2,57,2,0,538,3.13,Low
2025-06-16,Supplier_336,0,1,5,3,0,18,2,1,2239,2.75,High
2025-05-13,Supplier_42,4,2,9,3,1,100,1,0,4207,4.27,High
2025-11-07,Supplier_484,1,3,8,0,0,64,1,0,3661,4.41,Medium
2025-10-30,Supplier_366,3,0,2,1,0,64,2,0,1971,2.58,Low
2026-01-13,Supplier_166,1,0,4,3,2,47,1,0,3609,2.6,Medium
2025-11-08,Supplier_173,3,2,5,2,2,100,0,1,1280,2.97,Medium
2025-08-08,Supplier_19,4,1,8,3,1,99,0,0,4251,3.84,Low
2025-12-25,Supplier_297,2,0,8,3,2,36,2,0,907,4.36,High
2025-08-23,Supplier_199,4,1,1,2,0,72,2,1,918,2.69,Medium
2026-02-24,Supplier_485,4,3,1,0,0,52,0,1,2005,1.91,Medium
2025-08-31,Supplier_476,3,3,2,0,1,88,2,0,3867,2.74,Low
2025-06-18,Supplier_62,2,1,12,1,2,74,0,0,3204,5.44,Low
2025-08-01,Supplier_373,3,0,3,0,0,92,2,0,3409,2.64,Medium
2026-03-03,Supplier_214,3,3,3,2,2,96,1,0,2832,2.58,Low
2025-06-28,Supplier_428,0,3,10,1,1,62,2,0,2418,4.5,High
2025-11-13,Supplier_487,3,1,9,0,1,16,2,0,3537,3.91,Medium
2025-07-21,Supplier_34,2,1,9,2,1,17,1,1,4676,3.75,Medium
2025-05-10,Supplier_410,1,1,3,3,2,59,2,0,4300,2.81,Medium
2025-06-02,Supplier_467,0,1,11,3,1,59,0,1,3257,4.84,High
2026-03-29,Supplier_249,1,1,12,2,1,63,1,0,2526,4.84,Medium
2025-06-21,Supplier_100,3,3,6,1,0,67,0,0,2388,3.34,Low
2025-07-28,Supplier_393,0,1,12,0,0,98,2,1,3912,5.18,High
2025-08-01,Supplier_341,3,3,6,0,2,100,1,0,3529,3.83,Medium
2025-10-19,Supplier_63,1,0,7,3,1,86,2,1,933,3.31,High
2025-07-11,Supplier_110,2,0,8,3,0,59,1,1,2338,4.24,High
2025-08-03,Supplier_140,4,3,7,0,0,19,1,1,4936,3.85,Medium
2025-11-30,Supplier_314,1,0,10,2,0,8,1,1,1948,4.71,High
2025-10-09,Supplier_290,2,1,12,3,2,36,2,1,2796,5.2,High
2025-06-30,Supplier_350,4,3,5,3,0,38,1,0,957,3.1,High
2026-01-17,Supplier_39,2,0,7,3,1,20,1,1,1561,4.04,High
2026-02-05,Supplier_54,0,0,7,3,1,81,2,0,1837,3.39,High
2025-11-30,Supplier_196,4,0,8,2,2,18,0,1,4186,4.24,Medium
2025-08-13,Supplier_469,4,3,6,3,2,52,2,1,1112,4.0,Medium
2025-05-29,Supplier_178,3,0,11,0,0,62,0,1,1054,4.47,Low
2025-07-20,Supplier_144,4,2,10,2,2,7,2,1,4402,4.3,High
2025-05-21,Supplier_105,0,1,5,0,1,45,1,0,3421,3.73,Low
2026-01-22,Supplier_73,2,2,9,0,0,92,2,0,1502,4.7,Medium
2025-08-30,Supplier_138,1,3,4,1,2,29,2,0,3481,3.01,Medium
2025-12-01,Supplier_370,3,1,2,2,2,89,0,0,1211,2.13,Medium
2026-02-21,Supplier_105,0,2,4,0,2,52,2,1,797,2.55,Medium
2026-03-22,Supplier_467,3,2,9,2,0,19,2,0,2238,4.43,High
2025-05-17,Supplier_54,0,0,8,2,0,78,1,0,3076,4.4,Medium
2025-09-24,Supplier_65,1,1,1,2,2,90,1,1,2309,2.16,Medium
2026-04-08,Supplier_393,4,2,7,1,1,74,2,0,773,4.13,Medium
2025-11-05,Supplier_471,1,2,6,2,1,11,2,0,4119,3.7,High
2026-03-16,Supplier_343,3,3,1,0,1,72,2,1,2494,2.25,Low
2025-12-27,Supplier_6,3,3,9,1,2,12,0,0,3766,4.36,Medium
2025-05-31,Supplier_6,4,2,6,1,0,60,1,0,3090,3.64,Medium
2025-07-09,Supplier_470,3,1,12,2,0,5,1,1,573,5.3,Medium
2025-12-08,Supplier_250,3,2,1,2,0,47,1,1,2040,2.51,Low
2025-08-02,Supplier_439,0,0,5,3,2,67,2,1,2970,3.53,High
2025-09-06,Supplier_200,3,0,2,2,1,76,1,1,3973,2.15,Low
2025-08-12,Supplier_373,4,0,4,2,2,57,2,0,723,3.02,Medium
2025-10-06,Supplier_299,4,1,12,1,1,25,1,1,4623,5.3,Medium
2025-08-10,Supplier_397,2,3,5,0,0,48,1,1,1568,3.6,Low
2025-08-14,Supplier_360,2,3,9,3,1,18,0,0,4586,3.99,High
2025-07-31,Supplier_259,3,2,6,1,0,57,2,0,1990,3.24,Low
2025-05-25,Supplier_368,1,3,11,1,1,62,1,1,2182,4.42,Medium
2025-07-12,Supplier_490,0,0,7,3,0,48,2,0,3103,3.29,High
2025-09-22,Supplier_460,2,0,3,2,1,47,0,1,2295,2.9,Low
2026-04-06,Supplier_218,1,0,3,1,1,80,1,1,2923,3.2,Low
2025-07-01,Supplier_73,2,2,8,1,1,66,2,1,1407,4.18,Medium
2025-09-11,Supplier_32,4,1,5,2,0,90,1,0,1649,3.55,Medium
2026-02-24,Supplier_35,2,0,3,0,0,59,1,0,1196,2.43,Medium
2025-04-16,Supplier_35,3,1,9,3,2,75,1,1,2415,4.36,High
2026-01-15,Supplier_419,0,0,4,2,0,97,2,1,3555,3.09,Low
2025-10-01,Supplier_308,2,0,4,3,0,94,1,0,4845,2.64,Medium
2025-07-08,Supplier_334,4,2,9,3,1,94,1,0,3442,4.14,High
2025-11-17,Supplier_57,4,0,6,2,0,38,0,1,2259,3.09,Low
2025-08-24,Supplier_408,2,2,7,0,0,33,2,1,4845,3.44,Low
2025-07-05,Supplier_138,1,1,3,3,0,18,1,0,4740,3.15,Medium
2026-02-27,Supplier_277,3,3,3,0,2,41,0,0,2103,2.41,Medium
2026-01-18,Supplier_72,0,3,8,2,2,66,2,1,4896,3.9,Medium
2025-08-27,Supplier_378,1,3,9,2,1,90,0,1,4461,4.37,Medium
2026-02-11,Supplier_225,1,3,10,3,1,23,1,1,1712,4.65,High
2025-11-08,Supplier_288,2,2,11,3,2,67,2,0,4553,5.14,High
2025-12-20,Supplier_316,4,0,11,1,0,65,1,1,1462,4.91,Medium
2025-09-22,Supplier_131,3,2,2,1,2,7,0,1,3097,2.93,Low
2026-02-22,Supplier_316,1,0,12,3,1,8,2,0,660,5.06,High
2025-12-16,Supplier_117,3,3,12,1,0,93,1,0,3138,5.3,High
2025-10-14,Supplier_313,0,1,4,1,1,66,0,0,749,2.65,Medium
2026-03-29,Supplier_96,4,1,6,1,2,43,1,0,1922,3.68,Medium
2025-04-15,Supplier_19,4,0,9,0,1,51,2,0,1079,4.04,Medium
2025-06-12,Supplier_74,3,3,1,0,0,75,2,1,3675,1.83,Low
2026-02-14,Supplier_45,0,1,2,1,0,83,2,1,3925,2.49,Low
2026-03-24,Supplier_330,4,0,10,1,0,76,0,0,3968,4.75,Medium
2025-04-25,Supplier_136,2,3,2,1,2,42,0,0,4411,2.23,Medium
2025-05-20,Supplier_127,2,1,6,0,0,62,2,1,2436,3.21,Low
2025-05-07,Supplier_277,1,2,1,0,1,9,1,1,864,1.82,Low
2025-08-24,Supplier_160,0,2,12,1,0,42,2,1,4728,4.59,Medium
2026-03-28,Supplier_74,0,1,7,3,1,42,2,0,1364,3.53,High
2025-08-30,Supplier_221,3,0,8,2,0,16,1,1,2735,4.26,High
2026-01-10,Supplier_24,1,3,10,0,0,77,1,0,3183,4.88,Medium
2025-07-09,Supplier_145,1,1,10,0,0,12,0,0,3316,5.0,Low
2026-03-15,Supplier_298,1,3,8,3,2,89,2,1,723,3.65,Medium
2026-02-18,Supplier_357,4,3,4,0,0,16,0,1,850,2.87,Low
2025-04-23,Supplier_211,2,1,10,1,2,44,0,1,2797,4.69,Low
2025-09-14,Supplier_136,2,2,11,3,2,22,2,0,4026,4.53,High
2025-09-18,Supplier_362,1,3,2,3,0,30,1,0,2643,2.24,Medium
2026-01-25,Supplier_235,3,0,10,0,2,100,0,0,2953,4.52,Medium
2025-11-09,Supplier_321,4,2,2,3,1,60,1,0,2026,2.7,Medium
2025-06-09,Supplier_316,1,0,2,1,2,16,1,0,2885,2.58,Low
2026-03-25,Supplier_476,1,2,6,0,2,8,0,1,1595,3.97,Low
2025-07-26,Supplier_214,0,3,12,0,2,43,0,1,1655,4.97,Medium
2025-11-23,Supplier_446,4,2,8,2,2,65,2,1,4366,3.59,High
2026-01-31,Supplier_229,2,2,3,2,0,33,1,1,1623,2.3,Low
2026-02-18,Supplier_385,4,1,7,3,1,48,0,0,745,3.81,Medium
2025-04-26,Supplier_455,2,0,7,0,2,86,1,1,4119,3.66,Low
2025-10-26,Supplier_264,3,0,9,0,0,70,2,1,1009,4.65,Medium
2026-03-02,Supplier_221,2,2,6,1,1,23,1,0,4716,3.82,Medium
2025-04-14,Supplier_377,1,2,8,2,2,15,1,0,4864,4.07,High
2025-10-23,Supplier_114,1,0,12,1,0,61,2,0,4946,4.88,High
2025-09-21,Supplier_26,1,0,8,0,1,83,1,1,4880,4.24,Medium
2025-04-23,Supplier_237,0,1,2,0,0,9,0,0,1269,2.02,Medium
2026-03-17,Supplier_274,3,1,4,3,1,82,2,0,510,2.91,Medium
2025-10-19,Supplier_384,3,2,12,0,2,31,1,0,4708,4.63,High
2025-12-04,Supplier_184,3,0,7,1,0,64,1,1,837,3.9,Medium
2025-08-26,Supplier_117,0,3,12,3,0,68,2,0,3963,4.9,High
2025-05-08,Supplier_479,0,2,9,2,1,53,2,1,1199,4.36,High
2025-11-19,Supplier_97,1,1,11,0,0,21,2,0,2250,5.18,Medium
2025-06-10,Supplier_5,1,0,11,2,0,76,2,1,4672,5.11,High
2025-05-02,Supplier_220,1,1,12,2,1,79,0,1,2370,4.83,High
2025-05-10,Supplier_218,4,3,12,0,0,25,0,1,1721,5.21,Low
2025-06-10,Supplier_205,0,3,3,2,0,14,2,0,2613,2.43,Low
2026-01-27,Supplier_136,3,1,6,1,2,51,0,0,2632,3.47,Low
2026-02-11,Supplier_214,2,1,10,3,2,42,1,1,4274,4.86,Medium
2026-02-27,Supplier_167,3,1,1,2,0,67,1,0,3337,1.82,Low
2025-07-12,Supplier_157,2,2,12,0,2,78,2,0,4011,4.98,High
2025-09-26,Supplier_438,1,0,5,3,1,86,2,0,2711,3.58,High
2025-08-15,Supplier_18,4,0,5,2,1,39,1,1,3308,2.95,Medium
2025-09-27,Supplier_296,4,2,9,3,1,78,1,1,1391,3.92,High
2025-09-17,Supplier_476,1,2,7,1,2,27,1,1,4815,3.28,Low
2026-03-21,Supplier_322,2,1,1,1,2,60,0,0,1842,2.01,Low
2025-05-11,Supplier_355,3,0,7,3,2,68,1,1,1043,3.26,High
2025-06-02,Supplier_331,4,2,5,1,0,32,0,0,902,3.08,Low
2026-04-10,Supplier_267,3,1,5,0,0,48,1,0,3104,3.57,Medium
2025-08-18,Supplier_186,4,0,12,1,0,8,0,0,3284,4.66,Medium
2025-12-24,Supplier_206,3,2,9,3,1,55,1,1,3274,4.04,Medium
2026-02-06,Supplier_116,2,0,6,1,0,39,0,1,1837,3.94,Medium
2025-11-11,Supplier_355,2,1,4,0,1,7,1,0,4893,2.92,Low
2025-09-05,Supplier_40,2,0,7,3,0,18,2,1,1698,3.85,High
2025-10-13,Supplier_132,3,2,1,2,2,76,0,1,3474,2.11,Low
2026-03-14,Supplier_448,4,2,10,1,0,97,2,1,4853,4.38,High
2025-05-26,Supplier_50,0,1,8,0,2,90,2,1,4374,3.93,Medium
2025-09-09,Supplier_311,1,2,9,2,2,25,1,1,2633,4.67,High
2026-03-07,Supplier_241,1,3,3,2,2,42,0,1,3496,3.12,Medium
2025-07-02,Supplier_305,2,2,4,3,1,51,2,0,3955,3.46,Medium
2025-09-25,Supplier_484,2,3,6,2,2,97,2,0,2956,3.2,Medium
2025-10-19,Supplier_214,4,1,9,0,2,16,0,0,1462,4.43,Medium
2025-12-16,Supplier_274,1,0,6,0,0,92,1,0,750,3.18,Low
2026-04-09,Supplier_493,1,2,6,2,0,51,1,0,1336,3.1,Medium
2025-07-22,Supplier_278,2,0,1,0,0,95,1,1,1749,2.4,Medium
2025-09-10,Supplier_114,0,0,6,2,0,55,2,0,4556,3.42,Medium
2026-03-24,Supplier_342,2,1,1,1,0,82,2,0,1369,1.77,Low
2025-07-28,Supplier_459,2,2,5,3,1,87,0,1,1106,2.83,Medium
2026-01-27,Supplier_453,1,3,3,3,2,92,0,1,4887,2.48,Medium
2026-03-26,Supplier_268,4,0,7,3,2,23,1,0,3861,3.48,High
2026-02-15,Supplier_174,3,2,9,3,1,78,0,0,860,4.36,High
2025-08-30,Supplier_250,0,3,9,0,2,68,2,0,3912,4.03,Medium
2025-06-04,Supplier_353,4,2,1,2,2,85,0,0,3902,1.87,Medium
2025-11-14,Supplier_444,2,3,10,3,0,37,2,0,1856,4.2,High
2025-11-30,Supplier_358,3,0,10,2,2,73,0,1,4664,4.95,Medium
2025-11-24,Supplier_79,0,0,1,2,1,89,1,0,4780,1.97,Medium
2025-05-30,Supplier_208,2,2,2,3,1,43,1,0,4377,2.06,Low
2026-03-08,Supplier_177,4,3,5,0,2,25,0,1,958,2.88,Low
2026-01-24,Supplier_108,3,1,4,2,1,87,0,0,2854,2.63,Low
2026-03-04,Supplier_333,3,3,2,0,0,62,1,1,3069,2.96,Low
2026-03-26,Supplier_236,1,2,5,2,1,59,1,0,1303,3.12,Low
2025-04-15,Supplier_241,3,1,1,1,0,36,0,0,2195,2.01,Medium
2026-03-27,Supplier_128,1,1,9,3,0,58,1,0,3470,3.76,High
2025-06-22,Supplier_448,2,2,4,0,1,46,2,1,4292,3.13,Medium
2025-11-11,Supplier_103,0,1,5,2,2,46,0,1,2165,3.08,Medium
2025-05-27,Supplier_104,1,0,9,1,2,41,1,0,3634,4.18,High
2025-05-11,Supplier_46,4,3,2,0,2,77,1,0,1125,2.32,Medium
2025-08-05,Supplier_239,3,0,5,1,2,69,1,0,3742,3.27,Low
2026-04-01,Supplier_302,2,3,3,1,1,57,1,1,1814,3.23,Low
2026-03-09,Supplier_249,2,0,10,0,1,68,1,0,1922,4.47,Low
2025-09-29,Supplier_31,2,2,1,3,0,9,2,1,4780,2.19,Low
2025-06-24,Supplier_158,0,0,10,0,2,45,2,1,1973,4.6,High
2025-08-10,Supplier_336,4,1,7,2,1,10,0,0,726,4.08,Low
2025-05-09,Supplier_352,1,0,8,3,0,13,0,1,3339,3.94,High
2025-05-22,Supplier_403,0,1,2,0,2,9,0,1,3036,2.29,Medium
2025-10-04,Supplier_127,1,2,4,3,2,83,1,1,3471,3.33,Medium
2026-02-19,Supplier_252,3,1,5,0,0,11,0,1,2485,2.98,Low
2026-02-10,Supplier_363,0,1,10,3,2,96,2,0,1692,4.14,Medium
2025-08-22,Supplier_67,3,1,6,1,2,46,0,1,1171,3.84,Medium
2025-06-08,Supplier_434,2,1,4,0,2,73,2,0,4663,3.32,Low
2025-09-16,Supplier_129,4,2,4,1,1,39,0,1,3551,3.25,Medium
2025-11-22,Supplier_152,1,0,1,0,0,59,2,0,4513,1.83,Low
2025-09-15,Supplier_110,4,1,11,3,1,93,0,0,1355,4.52,High
2026-01-16,Supplier_215,1,1,10,2,0,49,2,0,4136,4.76,High
2026-03-22,Supplier_301,4,3,4,3,1,56,1,0,2275,2.8,Low
2025-12-18,Supplier_91,3,3,9,2,2,55,0,1,1891,4.0,Low
2025-08-19,Supplier_273,3,1,7,1,1,36,0,0,2185,3.39,Low
2025-12-07,Supplier_441,2,1,6,2,0,88,1,1,3675,3.44,Medium
2025-10-29,Supplier_274,4,2,7,0,1,9,1,1,4006,3.69,Medium
2025-12-13,Supplier_10,3,1,2,3,2,73,1,0,3093,2.18,Medium
2025-06-29,Supplier_72,0,3,8,1,2,69,2,0,4559,3.7,Low
2025-11-21,Supplier_389,3,0,3,1,0,10,2,1,797,2.66,Medium
2025-08-20,Supplier_165,3,3,9,0,0,84,1,0,1855,4.02,Low
2025-09-29,Supplier_226,4,0,2,2,2,93,0,0,4419,2.66,Low
2025-07-14,Supplier_272,3,2,12,0,0,47,1,1,3570,5.23,Medium
2026-02-18,Supplier_372,1,3,1,0,2,72,0,0,3134,2.47,Medium
2025-04-16,Supplier_21,2,1,4,1,1,71,2,1,4166,3.45,Medium
2026-03-27,Supplier_133,2,1,7,3,1,57,1,0,1698,3.91,Medium
2025-12-08,Supplier_468,3,0,11,2,2,37,2,0,4443,4.8,High
2025-09-10,Supplier_117,0,3,7,2,2,42,2,1,3403,3.35,High
2025-07-29,Supplier_293,2,0,3,0,2,15,2,0,3311,2.88,Medium
2026-03-09,Supplier_252,0,2,5,0,2,76,1,1,4056,3.14,Medium
2026-04-07,Supplier_488,0,1,12,1,1,34,0,1,904,5.07,High
2025-08-19,Supplier_7,3,3,3,2,1,88,1,1,1249,2.57,Medium
2025-06-20,Supplier_276,1,1,5,2,2,16,1,1,1368,2.86,Low
2025-11-05,Supplier_276,3,3,2,1,2,92,1,1,3770,2.78,Low
2025-05-17,Supplier_362,1,0,10,3,2,8,0,1,855,4.25,Medium
2025-10-17,Supplier_295,4,0,8,3,0,62,1,0,912,4.06,High
2026-02-15,Supplier_70,0,0,9,0,0,53,0,1,1592,4.41,Low
2025-11-25,Supplier_89,4,2,7,1,1,9,2,0,4262,3.51,Medium
2025-12-30,Supplier_64,0,1,3,1,0,10,0,0,3313,2.53,Medium
2025-08-13,Supplier_334,1,2,5,3,2,62,0,0,573,2.95,Medium
2025-09-21,Supplier_378,1,1,3,2,1,7,1,1,1929,2.26,Low
2025-11-21,Supplier_429,1,2,9,1,1,74,1,0,4933,4.06,Medium
2025-10-04,Supplier_192,4,2,12,1,2,79,0,0,2823,4.6,Low
2026-03-28,Supplier_346,1,3,1,3,2,98,0,1,1037,2.57,Low
2025-12-26,Supplier_339,1,2,10,2,2,88,0,0,2065,4.58,Medium
2026-03-12,Supplier_488,2,3,2,0,0,56,2,1,2400,2.62,Medium
2025-05-25,Supplier_404,3,1,8,2,2,24,2,0,4843,3.78,Medium
2025-07-04,Supplier_195,3,1,12,1,0,73,1,0,2282,5.35,Medium
2025-07-02,Supplier_193,3,3,11,2,1,40,2,0,4887,4.48,High
2025-06-09,Supplier_138,3,1,4,1,0,97,0,0,1424,3.46,Low
2025-12-03,Supplier_79,3,1,10,2,2,34,0,0,1868,4.45,High
2026-03-30,Supplier_460,0,2,4,3,2,28,2,1,2547,3.09,High
2025-12-05,Supplier_418,4,1,12,0,1,64,1,1,1174,4.7,Medium
2025-08-23,Supplier_480,1,0,6,0,1,33,2,1,3219,3.02,Medium
2025-08-15,Supplier_366,2,2,8,0,1,54,0,1,4857,3.99,Medium
2025-07-01,Supplier_22,2,1,7,3,2,9,0,0,2703,3.82,High
2026-02-28,Supplier_354,1,1,2,1,0,27,2,0,4815,2.9,Medium
2025-12-20,Supplier_289,0,3,3,3,0,5,0,1,2981,3.06,Low
2026-03-11,Supplier_162,4,1,4,0,1,53,2,1,1813,3.47,Low
2026-04-08,Supplier_369,3,2,8,0,1,24,1,1,1054,3.77,Medium
2026-01-27,Supplier_38,2,1,3,0,2,100,2,0,984,2.76,Low
2025-06-21,Supplier_347,4,1,9,1,0,74,1,1,4914,4.21,Low
2025-08-04,Supplier_407,4,1,8,0,0,31,0,0,1355,4.04,Medium
2026-02-28,Supplier_367,1,0,9,3,2,11,2,1,2470,4.27,High
2025-09-06,Supplier_162,0,0,9,1,2,6,1,1,4555,4.24,High
2025-08-25,Supplier_50,1,2,7,0,1,100,1,1,1128,3.78,Low
2025-05-23,Supplier_160,0,1,11,1,2,14,0,0,1648,4.91,Medium
2025-12-04,Supplier_197,2,2,6,1,1,68,1,1,4250,3.48,Medium
2025-05-15,Supplier_61,2,1,10,0,1,40,0,0,2435,4.65,Low
2025-08-11,Supplier_13,4,0,6,1,0,96,2,1,2944,3.54,Low
2026-03-25,Supplier_289,1,0,8,1,0,21,1,1,3298,3.77,Low
2025-05-06,Supplier_289,1,1,11,0,2,80,1,1,1781,4.76,Medium
2026-01-07,Supplier_424,0,2,7,3,2,54,0,1,3399,4.03,Medium
2025-11-30,Supplier_297,2,2,5,2,0,12,0,0,4283,3.26,Medium
2026-03-16,Supplier_19,1,2,10,0,2,45,2,1,3202,4.78,High
2025-12-11,Supplier_105,2,2,12,2,1,15,2,1,2506,5.07,High
2025-11-27,Supplier_372,1,3,3,3,1,61,2,0,2078,2.39,Medium
2025-05-14,Supplier_372,0,1,7,3,1,58,2,1,637,3.67,High
2025-07-21,Supplier_346,1,1,2,0,2,23,1,1,1009,2.81,Low
2025-11-05,Supplier_31,4,0,3,3,0,79,2,1,2303,3.17,Medium
2025-09-21,Supplier_44,0,2,8,2,0,5,0,1,3197,4.36,Low
2025-12-14,Supplier_437,3,3,9,3,2,48,0,1,3812,3.81,Medium
2026-03-12,Supplier_41,2,2,10,1,1,16,0,1,4669,4.68,Medium
2025-04-24,Supplier_274,4,1,9,2,0,13,1,0,541,4.08,High
2025-10-06,Supplier_473,1,3,3,2,2,39,1,0,2196,2.68,Medium
2025-10-29,Supplier_480,0,0,8,0,0,71,0,0,1370,4.45,Low
2025-11-24,Supplier_107,3,0,12,3,1,87,1,1,632,4.58,Medium
2025-09-08,Supplier_208,4,2,10,2,2,36,2,0,4083,4.04,Medium
2026-01-21,Supplier_81,3,1,5,2,2,68,2,1,4936,3.49,Medium
2025-12-10,Supplier_454,1,1,7,2,1,37,2,0,2594,3.32,High
2026-03-22,Supplier_250,1,0,11,3,1,70,2,0,3791,5.09,High
2026-01-03,Supplier_88,3,3,8,2,2,43,0,0,1586,3.51,Low
2026-01-27,Supplier_448,2,2,2,0,2,53,0,1,2952,2.12,Low
2025-11-13,Supplier_421,4,2,1,1,2,21,1,1,2315,2.64,Low
2025-04-19,Supplier_223,4,1,9,0,1,38,0,1,2394,4.52,Low
2025-07-06,Supplier_271,1,0,3,1,0,46,1,0,2334,2.62,Medium
2025-09-05,Supplier_356,2,3,11,3,2,82,2,0,4671,4.58,High
2026-01-21,Supplier_457,2,1,12,2,1,64,2,1,625,5.2,High
2026-01-19,Supplier_184,4,2,9,2,2,59,2,1,616,4.45,High
2025-08-24,Supplier_317,1,1,6,0,1,21,2,1,3160,3.89,Low
2025-06-19,Supplier_420,3,0,7,0,1,58,2,1,4108,4.06,Low
2025-04-18,Supplier_43,3,2,6,2,0,35,2,1,923,3.75,Medium
2026-02-01,Supplier_9,1,0,5,2,0,99,0,0,2430,3.5,Medium
2025-09-16,Supplier_401,3,3,8,3,1,11,1,1,1725,4.33,High
2025-11-27,Supplier_32,2,2,9,1,1,87,0,1,1469,4.59,Low
2026-03-25,Supplier_324,2,2,4,0,0,14,1,0,3544,2.62,Low
2026-03-05,Supplier_474,4,1,2,1,2,36,2,1,1377,2.91,Medium
2025-04-20,Supplier_406,4,1,2,0,1,26,2,0,4508,2.87,Low
2025-08-01,Supplier_336,0,0,9,2,2,7,0,1,3607,4.62,High
2025-07-30,Supplier_452,1,3,1,1,2,87,2,0,2640,2.23,Low
2025-05-13,Supplier_310,3,2,5,3,2,69,1,1,3207,3.01,Medium
2025-07-08,Supplier_250,4,2,2,2,0,52,1,0,1574,2.1,Medium
2026-01-11,Supplier_401,3,0,6,2,1,99,1,0,2559,3.24,Medium
2025-11-22,Supplier_293,3,3,8,3,2,80,2,0,3399,3.88,High
2026-03-07,Supplier_71,1,2,6,2,0,21,1,1,3308,3.33,Medium
2025-12-12,Supplier_275,3,2,10,3,2,63,2,1,2516,4.09,High
2025-08-25,Supplier_184,1,3,1,1,2,73,2,0,1809,2.48,Low
2026-01-25,Supplier_194,4,2,10,1,2,67,1,0,3266,4.75,Medium
2026-01-25,Supplier_132,0,3,12,2,1,77,1,0,4530,4.87,Medium
2026-02-20,Supplier_43,4,1,7,0,0,73,1,0,1809,3.64,Low
2025-07-06,Supplier_411,1,3,5,3,2,35,1,0,1682,2.87,High
2025-04-18,Supplier_388,3,0,8,0,0,71,1,1,1700,3.55,Low
2025-06-15,Supplier_178,1,2,12,2,2,67,2,1,617,5.32,High
2025-09-23,Supplier_187,1,1,8,0,2,52,2,0,1953,3.86,Medium
2025-10-14,Supplier_317,0,0,2,0,1,22,1,0,2291,2.79,Low
2025-08-21,Supplier_386,4,3,7,2,0,100,2,1,1931,3.8,Medium
2026-01-25,Supplier_146,4,1,5,1,0,99,1,1,4670,3.39,Medium
2025-06-17,Supplier_323,0,0,2,1,0,94,2,1,971,2.84,Low
2026-02-14,Supplier_208,0,2,1,3,1,57,0,1,2777,2.43,Low
2025-11-04,Supplier_199,1,2,10,0,2,8,2,1,2153,4.34,High
2025-11-08,Supplier_332,3,0,3,1,2,45,1,0,3976,3.01,Medium
2025-09-17,Supplier_358,4,1,8,3,1,54,2,1,1404,4.33,High
2025-05-23,Supplier_269,4,0,5,1,1,62,2,0,2885,3.4,Medium
2025-10-14,Supplier_195,1,1,2,1,0,85,2,1,2439,2.13,Low
2025-06-30,Supplier_148,1,0,3,0,0,79,1,0,3955,2.8,Low
2026-04-04,Supplier_250,0,1,1,3,2,57,0,0,2853,2.36,Medium
2025-12-26,Supplier_29,3,3,12,0,1,20,1,1,3905,4.81,Medium
2025-10-13,Supplier_437,4,1,8,1,2,93,0,1,3160,4.03,Medium
2025-08-25,Supplier_201,2,2,9,0,1,40,2,0,3472,3.96,High
2026-02-01,Supplier_322,2,3,4,0,0,85,1,0,3006,2.82,Low
2025-11-28,Supplier_288,2,2,10,1,2,12,0,0,4865,4.99,Medium
2025-07-31,Supplier_6,4,1,9,1,2,81,0,1,3793,3.9,Medium
2025-12-29,Supplier_194,1,0,10,3,1,35,1,0,4387,4.24,High
2026-01-14,Supplier_451,0,3,1,3,1,54,2,1,839,2.38,Low
2025-07-27,Supplier_176,4,1,12,0,2,7,2,0,2996,5.18,High
2026-01-11,Supplier_163,3,1,3,2,0,11,1,0,3476,2.61,Medium
2025-05-07,Supplier_495,1,0,3,1,1,16,2,1,2585,2.67,Medium
2026-01-18,Supplier_308,4,3,1,2,2,6,1,0,800,2.33,Low
2025-11-27,Supplier_202,2,1,6,3,2,39,0,1,2895,3.02,Medium
2026-01-16,Supplier_61,4,3,10,1,2,45,2,0,1574,4.13,High
2025-12-01,Supplier_309,0,2,6,2,2,61,0,1,4403,3.47,Medium
2025-10-15,Supplier_221,1,2,2,2,2,93,2,0,2304,2.34,Medium
2025-07-04,Supplier_114,4,1,7,2,0,9,2,0,3290,4.15,High
2025-11-07,Supplier_412,3,1,7,1,0,30,0,1,1385,3.43,Low
2025-10-29,Supplier_281,3,0,3,1,2,68,2,1,2754,3.24,Medium
2025-07-01,Supplier_207,4,1,6,3,0,32,0,1,4082,3.76,Medium
2026-01-05,Supplier_285,2,1,1,2,0,40,2,1,4417,2.58,Medium
2026-01-12,Supplier_107,4,0,7,3,1,73,0,0,1905,3.68,Medium
2025-07-27,Supplier_19,3,2,5,2,2,91,0,1,1270,2.83,Medium
2025-06-24,Supplier_420,1,3,8,3,0,27,0,0,1857,4.36,Medium
